Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
2049,Andrea Pinamonti,it ITA,FW,Genoa,it Serie A,25.0,1999,28,26,2253,25.0,8,1,9,8,0,1,3,0,6.3,5.6,1.6,7.2,0.36,0.32,16,36,111,65,22,33.8,2.60,0.88,0.12,0.36,16.6,2,0,1,6.3,5.6,0.09,+1.7,+2.4,331,535,61.9,4824,789,1,1.6,1.2,-0.6,13,20,6,2,36,489,42,1,3,2,15,1,0,0,0,0,331,8,5,0,6,2,5,0.0,5,13,4,9,1,9,21,2,41,1.64,29,1,0,9,2,0,4,0.16,761,25,59,417,288,98,760,19,7,36.8,12,63.2,369,1406,408,16,7,9,52,32,565,111,3,0,0,13,33,11,15,1,5,0,0,0,43,71,86,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,Ethan Pinnock,jm JAM,DF,Brentford,eng Premier League,31.0,1993,21,20,1831,20.3,2,0,2,2,0,0,2,0,0.9,0.9,1.2,2.0,0.10,0.10,3,40,9,9,6,66.7,0.44,0.29,0.22,0.33,11.2,0,0,0,0.9,0.9,0.10,+1.1,+1.1,894,1048,85.3,16382,5901,0,1.2,0.7,-1.2,8,45,4,1,40,922,126,15,0,0,9,39,0,0,0,0,894,33,17,14,15,4,23,56.5,10,28,17,11,24,57,139,3,21,1.03,13,5,0,2,1,0,0,0.00,1309,291,765,437,108,23,1309,9,3,33.3,6,66.7,613,3064,1601,3,4,0,1,4,736,9,2,0,0,8,4,0,9,24,17,0,1,1,49,62,43,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,Yeremi Pino,es ESP,MF,Villarreal,es La Liga,22.0,2002,24,17,1343,14.9,1,4,5,1,0,0,8,0,2.9,2.9,4.1,7.0,0.34,0.47,30,43,163,22,3,13.6,1.47,0.20,0.05,0.33,12.1,0,0,0,2.9,2.9,0.13,-1.9,-1.9,349,483,72.3,5289,1444,4,4.1,2.7,-0.1,26,23,20,6,43,475,8,1,4,1,40,6,1,0,0,0,349,41,21,11,24,6,44,47.7,23,27,3,24,6,47,10,0,49,3.29,36,0,5,4,3,1,8,0.54,679,18,106,239,345,75,679,40,17,42.5,17,42.5,385,2016,1040,30,16,14,40,17,460,163,8,0,0,32,23,8,40,6,21,1,0,0,62,8,10,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,Niccolò Pisilli,it ITA,MF,Roma,it Serie A,20.0,2004,22,11,1108,12.3,2,1,3,2,0,0,6,0,2.1,2.1,0.7,2.7,0.24,0.22,20,59,43,24,7,29.2,1.95,0.57,0.08,0.29,18.7,0,0,0,2.1,2.1,0.09,-0.1,-0.1,448,534,83.9,7431,1774,1,0.7,1.0,+0.3,10,63,8,2,59,525,5,3,3,2,10,1,1,0,0,0,448,20,9,10,6,4,19,57.9,8,11,3,8,9,29,15,0,31,2.52,24,0,1,3,2,1,5,0.41,675,18,90,397,193,31,675,12,5,41.7,4,33.3,374,1781,852,20,15,5,26,11,489,43,6,0,0,14,12,1,10,9,9,0,0,0,52,2,11,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,Semuel Pizzignacco,it ITA,GK,Monza,it Serie A,23.0,2001,5,4,384,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,108,142,76.1,3051,2195,0,0.0,0.0,0.0,0,0,0,0,0,101,41,12,0,1,0,1,0,0,0,0,108,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,0,0,0.00,0,0,0,0,0,0,0,0.00,150,128,146,3,1,0,150,0,0,,0,,82,316,198,0,0,0,0,0,72,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,100.0,7,1.64,18,11,61.1,0,2,2,1,25.0,0,0,0,0,6.1,0.34,-0.9,-0.21,26,54,48.1,114,12,36.8,32.8,60,0,0.0,4,0.94,16.0
2054,Alassane Pléa,fr FRA,"MF,FW",Gladbach,de Bundesliga,32.0,1993,23,18,1401,15.6,9,4,13,8,1,1,3,0,5.6,4.9,2.6,7.5,0.77,0.53,42,90,106,29,9,31.0,1.86,0.58,0.28,0.89,15.3,0,1,1,5.6,4.9,0.17,+3.4,+3.1,450,623,72.2,7133,2361,4,2.6,2.6,+1.4,19,63,24,6,90,590,26,1,14,7,33,5,1,0,0,0,450,6,3,0,2,4,7,42.9,4,8,0,8,2,8,4,1,54,3.47,42,2,4,1,4,1,12,0.77,757,2,62,384,318,51,756,35,16,45.7,17,48.6,480,2483,1406,42,28,12,29,16,610,106,3,0,0,15,24,6,33,2,3,1,0,0,50,11,25,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,Tommaso Pobega,it ITA,MF,Bologna,it Serie A,25.0,1999,15,11,910,10.1,2,2,4,2,0,0,6,2,1.7,1.6,1.3,2.9,0.40,0.30,10,29,19,20,8,40.0,1.98,0.79,0.10,0.25,19.2,0,0,0,1.7,1.6,0.08,+0.3,+0.4,285,343,83.1,4664,1178,2,1.3,0.7,+0.7,10,38,3,2,29,335,4,3,1,2,4,1,0,0,0,0,285,28,16,11,11,6,24,75.0,6,12,4,8,11,39,12,0,22,2.18,19,0,0,1,2,0,3,0.30,454,21,80,273,106,17,454,6,3,50.0,3,50.0,235,1003,434,10,10,2,11,5,272,19,6,2,1,23,10,0,4,11,16,1,0,0,32,10,13,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,Daniel Podence,pt POR,"MF,FW",Wolves,eng Premier League,29.0,1995,2,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.07,1,2,3,1,0,0.0,1.87,0.00,0.00,,24.4,0,0,0,0.0,0.0,0.04,0.0,0.0,11,16,68.8,132,78,0,0.0,0.0,0.0,0,1,1,0,2,15,1,1,0,0,1,0,0,0,0,0,11,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,20,0,2,11,7,0,20,2,2,100.0,0,0.0,13,77,43,1,1,0,0,0,17,3,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,Joel Pohjanpalo,fi FIN,FW,Venezia,it Serie A,30.0,1994,20,19,1603,17.8,6,0,6,3,3,4,1,0,7.5,4.3,1.7,6.0,0.17,0.51,9,29,72,34,13,38.2,1.91,0.73,0.09,0.23,16.9,0,3,4,7.5,4.3,0.13,-1.5,-1.3,211,350,60.3,3005,737,0,1.7,1.0,-1.7,15,25,7,0,29,315,32,0,3,1,3,0,0,0,0,0,211,3,3,1,2,0,4,0.0,4,7,4,3,4,7,24,0,33,1.85,25,0,0,5,3,0,3,0.17,491,24,67,240,187,66,487,10,3,30.0,7,70.0,249,957,367,9,7,4,23,11,343,72,1,0,0,12,15,10,3,4,3,1,0,0,20,46,59,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,Matteo Politano,it ITA,"FW,MF",Napoli,it Serie A,31.0,1993,28,25,2063,22.9,2,2,4,2,0,0,2,0,2.3,2.3,3.6,5.9,0.17,0.26,95,103,219,40,8,20.0,1.75,0.35,0.05,0.25,19.5,1,0,0,2.3,2.3,0.06,-0.3,-0.3,645,944,68.3,10881,3639,2,3.6,4.2,-1.6,40,51,43,16,103,843,96,15,1,8,177,21,59,49,3,1,645,23,11,15,8,0,35,34.3,23,16,1,15,9,32,39,1,77,3.36,53,16,3,2,3,0,7,0.31,1166,36,174,385,616,65,1166,62,26,41.9,29,46.8,696,4682,2389,95,42,27,34,15,849,219,2,0,0,9,26,5,177,9,11,1,0,0,72,6,12,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,Alfie Pond,eng ENG,DF,Wolves,eng Premier League,21.0,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1,1,100.0,23,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,1,0,0,1,0,0,1,0,0,,0,,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,Marin Pongračić,hr CRO,DF,Fiorentina,it Serie A,27.0,1997,11,7,739,8.2,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.2,0.00,0.02,3,12,2,1,1,100.0,0.12,0.12,0.00,0.00,4.8,0,0,0,0.1,0.1,0.15,-0.1,-0.1,312,354,88.1,6246,2021,0,0.0,0.2,0.0,2,19,2,0,12,330,24,20,1,0,1,2,0,0,0,0,312,13,9,9,3,1,8,75.0,2,10,5,5,6,19,43,1,7,0.85,7,0,0,0,0,0,1,0.12,445,88,252,174,23,5,445,6,4,66.7,1,16.7,259,1560,582,3,4,0,6,4,270,2,3,1,1,11,2,0,1,6,9,0,0,1,35,16,6,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,Nick Pope,eng ENG,GK,Newcastle Utd,eng Premier League,32.0,1992,18,18,1620,18.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,368,521,70.6,9244,5845,0,0.0,0.0,0.0,0,2,0,0,0,342,179,44,0,0,0,0,0,0,0,0,368,0,0,0,0,0,0,,0,1,0,1,1,1,20,5,3,0.17,3,0,0,0,0,0,0,0.00,577,465,569,8,0,0,577,0,0,,0,,305,1661,1084,0,0,0,0,1,201,0,2,0,0,0,1,0,0,1,0,0,0,0,12,9,1,90.0,26,1.44,83,58,68.7,7,5,6,4,22.2,0,0,0,0,24.8,0.30,-0.2,-0.01,47,183,25.7,386,118,28.0,31.3,251,25,10.0,36,2.00,14.3
2062,Finn Porath,de GER,"DF,MF",Holstein Kiel,de Bundesliga,28.0,1997,24,19,1729,19.2,2,3,5,2,0,0,3,0,1.8,1.7,1.9,3.6,0.26,0.19,40,49,58,24,11,45.8,1.25,0.57,0.08,0.18,20.1,0,0,0,1.8,1.7,0.10,+0.2,+0.3,428,643,66.6,8567,3027,3,1.9,1.5,+1.1,19,45,19,10,49,521,117,15,0,3,72,86,6,4,1,0,428,41,23,23,13,5,49,46.9,26,24,7,17,18,59,59,0,53,2.76,37,5,3,5,3,0,10,0.52,881,62,286,361,242,31,881,31,14,45.2,10,32.3,370,2161,1140,40,30,11,13,13,453,58,3,0,0,24,35,0,72,18,23,0,0,0,72,21,24,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,Pedro Porro,es ESP,DF,Tottenham,eng Premier League,25.0,1999,28,24,2280,25.3,2,5,7,2,0,0,2,0,1.5,1.5,3.2,4.7,0.28,0.18,57,128,93,35,8,22.9,1.38,0.32,0.06,0.25,22.8,3,0,0,1.5,1.5,0.04,+0.5,+0.5,1194,1626,73.4,20620,8077,5,3.2,3.6,+1.8,44,102,48,21,128,1322,298,46,4,11,157,212,40,3,33,0,1194,58,42,27,22,9,67,59.7,27,39,15,24,32,90,74,1,87,3.43,57,18,3,5,4,0,7,0.28,1930,117,576,695,671,29,1930,31,10,32.3,19,61.3,1014,4620,2353,57,36,5,21,16,1105,93,2,0,0,21,24,1,157,32,42,0,0,0,133,11,22,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,Portu,es ESP,"FW,MF",Girona,es La Liga,32.0,1992,17,1,312,3.5,0,1,1,0,0,0,4,0,0.0,0.0,0.4,0.5,0.29,0.14,7,9,40,1,0,0.0,0.29,0.00,0.00,,23.3,0,0,0,0.0,0.0,0.05,0.0,0.0,85,119,71.4,1131,232,1,0.4,0.6,+0.6,4,6,3,1,9,105,12,3,0,0,16,0,8,5,2,0,85,7,2,2,3,2,6,83.3,1,5,0,5,0,7,1,0,8,2.30,6,1,1,0,0,0,3,0.86,149,1,17,53,79,11,149,2,1,50.0,1,50.0,76,353,205,7,5,0,4,0,99,40,4,0,0,7,6,5,16,0,2,0,0,0,12,5,7,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,Stefan Posch,at AUT,DF,Bologna,it Serie A,27.0,1997,14,7,714,7.9,0,0,0,0,0,0,1,0,0.3,0.3,0.7,1.0,0.00,0.13,11,36,35,2,0,0.0,0.25,0.00,0.00,,20.5,0,0,0,0.3,0.3,0.14,-0.3,-0.3,396,505,78.4,7784,2928,0,0.7,0.5,-0.7,10,40,11,7,36,406,97,23,0,4,18,74,0,0,0,0,396,26,15,12,9,5,25,60.0,10,19,4,15,5,31,22,0,18,2.26,14,3,0,0,1,0,1,0.13,602,33,186,290,133,13,602,11,3,27.3,8,72.7,295,1505,581,11,8,1,9,12,348,35,1,0,0,16,17,1,18,5,15,0,0,0,43,13,8,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,Stefan Posch,at AUT,DF,Atalanta,it Serie A,27.0,1997,4,4,342,3.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.00,0.06,4,19,4,3,2,66.7,0.79,0.53,0.00,0.00,11.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2,179,217,82.5,2858,1024,0,0.0,0.1,0.0,0,20,2,0,19,207,10,7,0,0,5,3,0,0,0,0,179,14,10,5,6,3,8,87.5,1,5,1,4,4,18,13,0,5,1.32,3,0,0,2,0,0,1,0.26,263,18,97,129,39,4,263,2,1,50.0,1,50.0,185,1147,619,4,5,0,2,5,173,4,0,0,0,10,0,0,5,4,10,0,0,0,21,4,4,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,Tom Pouilly,fr FRA,DF,Lens,fr Ligue 1,21.0,2003,4,0,64,0.7,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.5,0.00,0.67,4,3,9,2,1,50.0,2.81,1.41,0.00,0.00,14.8,0,0,0,0.3,0.3,0.17,-0.3,-0.3,40,56,71.4,657,212,0,0.1,0.1,-0.1,1,2,3,2,3,44,12,2,0,1,4,10,0,0,0,0,40,2,2,1,1,0,2,50.0,1,2,1,1,1,3,4,0,3,4.22,2,0,0,1,0,0,0,0.00,69,3,17,28,26,2,69,0,0,,0,,39,190,80,4,2,1,4,0,41,9,1,0,0,2,0,0,4,1,2,0,0,0,3,0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,Yussuf Poulsen,dk DEN,"FW,MF",RB Leipzig,de Bundesliga,30.0,1994,15,2,281,3.1,0,0,0,0,0,0,1,0,1.6,1.6,0.4,2.0,0.00,0.63,2,8,19,7,2,28.6,2.24,0.64,0.00,0.00,8.5,0,0,0,1.6,1.6,0.23,-1.6,-1.6,61,102,59.8,731,218,0,0.4,0.4,-0.4,4,7,3,0,8,100,1,1,0,0,1,0,0,0,0,0,61,9,5,2,5,2,6,50.0,3,5,2,3,0,9,10,0,8,2.55,6,0,0,0,2,0,0,0.00,161,10,31,74,57,20,161,6,1,16.7,4,66.7,60,269,86,2,4,0,10,9,109,19,1,0,0,3,12,1,1,0,5,0,0,0,13,21,9,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,Beñat Prados,es ESP,MF,Athletic Club,es La Liga,24.0,2001,22,15,1238,13.8,1,0,1,1,0,0,6,0,0.9,0.9,1.0,1.9,0.07,0.14,14,54,27,14,5,35.7,1.02,0.36,0.07,0.20,20.0,0,0,0,0.9,0.9,0.06,+0.1,+0.1,494,608,81.3,8235,1917,0,1.0,1.2,-1.0,9,51,4,1,54,595,12,9,3,3,8,3,0,0,0,0,494,29,17,9,14,6,30,30.0,21,17,2,15,22,51,22,0,15,1.09,14,0,0,1,0,0,2,0.15,753,23,134,484,141,20,753,19,6,31.6,11,57.9,374,1742,840,14,14,1,14,15,478,27,6,0,0,24,13,0,8,22,17,0,0,0,67,21,15,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,Alexander Prass,at AUT,DF,Hoffenheim,de Bundesliga,23.0,2001,22,18,1521,16.9,0,1,1,0,0,0,1,0,0.9,0.9,2.8,3.6,0.06,0.22,28,63,65,12,1,8.3,0.71,0.06,0.00,0.00,18.6,1,0,0,0.9,0.9,0.07,-0.9,-0.9,695,956,72.7,11516,4047,1,2.8,2.8,-1.8,18,43,27,11,63,793,158,14,3,2,53,143,1,0,1,0,695,41,23,23,15,3,57,42.1,33,32,6,26,9,50,48,4,35,2.07,29,1,4,0,1,0,5,0.30,1176,66,336,524,324,32,1176,42,20,47.6,17,40.5,595,2751,1323,28,30,5,20,10,681,65,1,0,0,17,24,0,53,9,23,1,0,0,89,15,19,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,Matteo Prati,it ITA,MF,Cagliari,it Serie A,21.0,2003,8,5,331,3.7,0,0,0,0,0,0,1,0,0.1,0.1,0.6,0.7,0.00,0.19,1,14,3,2,0,0.0,0.54,0.00,0.00,,26.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,115,152,75.7,2329,642,0,0.6,0.3,-0.6,5,12,3,1,14,145,7,4,1,1,5,1,2,1,1,0,115,6,2,1,4,1,7,28.6,5,1,0,1,3,9,7,1,7,1.90,5,1,0,0,1,0,1,0.27,187,10,52,105,31,1,187,5,2,40.0,1,20.0,90,355,150,1,2,0,2,2,108,3,1,0,0,6,5,0,5,3,2,0,0,0,15,0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,Abdón Prats,es ESP,"FW,MF",Mallorca,es La Liga,32.0,1992,19,1,269,3.0,2,0,2,1,1,1,4,0,1.9,1.1,0.0,1.2,0.33,0.65,0,5,7,11,4,36.4,3.68,1.34,0.09,0.25,15.1,0,1,1,1.9,1.1,0.10,+0.1,-0.1,37,53,69.8,594,124,0,0.0,0.1,0.0,1,3,1,0,5,49,4,0,0,0,0,0,0,0,0,0,37,1,1,1,0,0,1,0.0,1,2,1,1,1,2,3,0,4,1.35,2,0,0,1,1,0,1,0.34,94,4,13,43,38,20,93,0,0,,0,,44,127,28,0,0,0,11,9,62,7,4,0,0,4,9,1,0,1,1,1,0,0,12,13,19,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,Grischa Prömel,de GER,MF,Hoffenheim,de Bundesliga,30.0,1995,2,2,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,2,5,3,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,80,95,84.2,1274,250,0,0.0,0.0,0.0,0,5,0,0,5,89,6,4,0,0,2,1,0,0,0,0,80,0,0,0,0,0,1,0.0,1,1,1,0,2,2,4,0,2,1.03,1,1,0,0,0,0,1,0.52,106,4,19,71,18,0,106,1,0,0.0,1,100.0,70,300,137,2,1,0,2,2,82,3,0,0,0,0,3,0,2,2,0,0,0,0,7,1,3,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,Ivan Provedel,it ITA,GK,Lazio,it Serie A,31.0,1994,28,28,2520,28.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0.00,0.01,0,4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,832,1076,77.3,23444,16051,0,0.3,0.1,-0.3,3,22,2,0,4,911,162,57,0,3,0,0,0,0,0,0,832,0,0,0,0,0,0,,0,1,0,1,1,1,11,3,12,0.43,10,1,0,0,1,0,0,0.00,1123,831,1092,32,0,0,1123,0,0,,0,,716,3604,2254,0,0,0,0,0,720,0,0,0,0,0,5,0,0,1,0,0,0,0,44,7,1,87.5,41,1.46,90,51,58.9,15,5,8,5,17.9,4,4,0,0,31.0,0.32,-8.0,-0.28,135,354,38.1,968,93,30.2,33.1,354,28,7.9,30,1.07,14.3
2075,Ivan Prtajin,hr CRO,FW,Union Berlin,de Bundesliga,28.0,1996,5,2,161,1.8,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.7,0.00,0.37,1,1,17,8,2,25.0,4.47,1.12,0.00,0.00,15.7,0,0,0,0.5,0.5,0.07,-0.5,-0.5,18,48,37.5,204,37,0,0.1,0.1,-0.1,1,0,1,1,1,47,1,0,0,0,3,0,0,0,0,0,18,3,2,0,1,2,0,,0,2,0,2,0,3,3,0,1,0.56,1,0,0,0,0,0,0,0.00,78,3,6,29,43,12,78,1,1,100.0,0,0.0,38,98,23,1,0,1,6,3,55,17,0,0,0,1,1,2,3,0,2,0,0,0,4,10,17,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,Javi Puado,es ESP,"FW,MF",Espanyol,es La Liga,26.0,1998,25,25,2139,23.8,8,1,9,6,2,2,5,0,6.6,5.1,1.2,6.3,0.29,0.33,49,48,74,44,12,27.3,1.85,0.50,0.14,0.50,19.1,0,2,2,6.6,5.1,0.12,+1.4,+0.9,349,465,75.1,5203,811,1,1.2,0.8,-0.2,16,24,7,2,48,443,20,0,4,4,18,4,1,0,0,0,349,15,12,9,3,3,11,54.5,5,12,2,10,4,19,13,0,38,1.60,29,0,2,4,3,0,4,0.17,683,15,83,328,288,76,681,47,17,36.2,27,57.4,428,3229,1331,49,34,15,51,24,491,74,5,0,0,14,21,4,18,4,12,1,0,0,65,7,23,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,Tymoteusz Puchacz,pl POL,DF,Holstein Kiel,de Bundesliga,26.0,1999,10,5,396,4.4,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,0.23,0.16,13,8,30,4,1,25.0,0.91,0.23,0.00,0.00,21.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,137,195,70.3,2283,769,1,0.6,0.7,+0.4,8,6,6,6,8,148,47,6,0,1,37,28,13,4,8,0,137,9,4,6,3,0,7,71.4,2,4,1,3,3,12,11,0,14,3.18,9,5,0,0,0,0,1,0.23,247,15,74,94,87,2,247,19,9,47.4,8,42.1,109,703,353,13,11,0,8,5,125,30,0,0,0,2,7,1,37,3,4,0,0,0,32,4,4,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,Diego Pugno,it ITA,FW,Juventus,it Serie A,18.0,2006,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.00,0.76,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2,2,100.0,28,0,0,0.1,0.0,-0.1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,12.86,1,0,0,0,0,0,0,0.00,4,0,0,2,3,0,4,1,0,0.0,1,100.0,2,5,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,Christian Pulisic,us USA,"FW,MF",Milan,it Serie A,26.0,1998,25,20,1728,19.2,9,6,15,6,3,4,0,0,9.0,5.8,4.6,10.5,0.62,0.71,86,81,136,36,16,44.4,1.87,0.83,0.17,0.38,17.5,1,3,4,9.0,5.8,0.16,0.0,+0.2,582,765,76.1,8556,2097,6,4.6,4.2,+1.4,53,38,30,7,81,682,78,16,11,1,94,12,50,35,4,0,582,31,20,10,11,10,28,39.3,17,17,1,16,3,34,10,1,86,4.48,63,10,2,4,4,3,9,0.47,961,10,97,341,541,90,957,52,24,46.2,21,40.4,602,4115,2409,86,54,26,39,24,683,136,0,0,0,13,25,2,94,3,20,1,0,0,76,9,32,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,Jarell Quansah,eng ENG,DF,Liverpool,eng Premier League,22.0,2003,10,2,292,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,2,10,3,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,201,221,91.0,3631,1232,0,0.0,0.1,0.0,0,17,0,0,10,203,18,7,0,1,2,11,0,0,0,0,201,9,7,7,2,0,5,80.0,1,4,4,0,5,14,13,0,1,0.31,1,0,0,0,0,0,0,0.00,258,32,128,110,20,3,258,2,1,50.0,1,50.0,162,916,483,2,3,1,3,2,182,3,1,0,0,5,1,0,2,5,7,0,0,0,8,5,7,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,Leopold Querfeld,at AUT,DF,Union Berlin,de Bundesliga,21.0,2003,19,9,1027,11.4,1,0,1,1,0,0,5,0,0.8,0.8,0.6,1.4,0.09,0.13,0,29,4,9,2,22.2,0.79,0.18,0.11,0.50,11.3,0,0,0,0.8,0.8,0.09,+0.2,+0.2,381,475,80.2,7620,3061,0,0.6,0.8,-0.6,7,34,4,0,29,448,25,18,1,7,0,1,0,0,0,0,381,13,5,10,3,0,10,60.0,4,17,7,10,9,22,76,1,11,0.96,10,0,0,0,1,0,0,0.00,628,91,325,273,32,18,628,8,3,37.5,4,50.0,315,1324,542,0,1,0,3,2,346,4,5,0,0,11,8,0,0,9,5,0,0,0,39,38,29,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
