Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
35,Adryelson,br BRA,DF,Lyon,fr Ligue 1,27.0,1998,1,0,1,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0,1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1,3,33.3,21,19,0,0.0,0.0,0.0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0,0.00,0,0,0,0,0,0,0,0.00,5,1,2,3,0,0,5,0,0,,0,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Vasilije Adžić,me MNE,"MF,FW",Juventus,it Serie A,18.0,2006,3,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.09,0,1,2,1,1,100.0,3.46,3.46,0.00,0.00,29.1,0,0,0,0.0,0.0,0.03,0.0,0.0,12,16,75.0,202,22,0,0.0,0.0,0.0,0,1,1,0,1,16,0,0,0,0,0,0,0,0,0,0,12,2,2,0,1,1,1,0.0,1,0,0,0,0,2,0,0,2,6.92,1,0,0,1,0,0,0,0.00,19,0,2,7,10,1,19,1,0,0.0,1,100.0,8,25,5,0,1,0,0,1,15,2,0,0,0,1,0,0,0,0,2,0,0,0,2,2,2,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Michel Aebischer,ch SUI,MF,Bologna,it Serie A,28.0,1997,9,5,427,4.7,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,0.00,0.12,6,23,10,7,3,42.9,1.48,0.63,0.00,0.00,20.3,1,0,0,0.3,0.3,0.04,-0.3,-0.3,205,237,86.5,3625,963,0,0.3,0.5,-0.3,6,24,3,1,23,223,12,6,1,2,6,0,6,1,3,0,205,10,7,3,5,2,11,63.6,4,3,1,2,5,15,5,0,11,2.31,8,2,0,0,0,1,0,0.00,284,8,42,173,72,8,284,4,2,50.0,1,25.0,160,673,271,6,8,2,4,3,196,10,0,0,0,9,10,0,6,5,7,0,0,0,21,4,6,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Oladapo Afolayan,eng ENG,"FW,MF",St. Pauli,de Bundesliga,27.0,1998,25,14,1394,15.5,2,1,3,2,0,0,2,0,2.8,2.8,3.3,6.2,0.19,0.40,47,26,90,31,10,32.3,2.00,0.65,0.06,0.20,19.6,0,0,0,2.8,2.8,0.09,-0.8,-0.8,279,396,70.5,4870,1132,1,3.3,3.2,-2.3,18,19,11,9,26,371,21,3,0,4,46,10,0,0,0,0,279,16,8,4,8,4,18,33.3,12,14,1,13,7,23,18,0,45,2.91,24,0,12,6,3,0,6,0.39,628,12,75,265,300,52,628,84,43,51.2,35,41.7,415,2934,1189,47,39,23,47,37,461,90,2,0,0,19,34,9,46,7,8,1,0,0,62,15,39,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Emmanuel Agbadou,ci CIV,DF,Wolves,eng Premier League,27.0,1997,7,7,600,6.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,0.00,1,15,0,2,1,50.0,0.30,0.15,0.00,0.00,35.3,0,0,0,0.0,0.0,0.02,0.0,0.0,321,392,81.9,6519,2264,0,0.0,0.0,0.0,0,9,0,0,15,372,18,13,0,9,0,0,0,0,0,0,321,15,9,11,4,0,13,61.5,5,8,6,2,7,22,43,0,5,0.75,4,1,0,0,0,0,0,0.00,472,85,263,203,10,0,472,7,6,85.7,1,14.3,279,1449,665,1,2,0,2,2,296,0,2,0,0,0,2,1,0,7,9,0,0,0,41,13,10,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Emmanuel Agbadou,ci CIV,DF,Reims,fr Ligue 1,27.0,1997,14,14,1260,14.0,0,0,0,0,0,0,3,0,0.5,0.5,0.3,0.8,0.00,0.06,10,77,0,15,3,20.0,1.07,0.21,0.00,0.00,28.8,1,0,0,0.5,0.5,0.04,-0.5,-0.5,810,922,87.9,16521,6962,0,0.3,0.3,-0.3,8,71,4,1,77,842,77,37,3,22,1,4,0,0,0,0,810,25,17,19,3,3,26,73.1,7,22,13,9,19,44,64,1,21,1.50,19,0,1,1,0,0,1,0.07,1080,178,565,474,45,4,1080,12,9,75.0,3,25.0,621,3413,1974,10,9,0,9,6,701,0,3,0,0,13,6,0,1,19,17,0,0,0,85,18,11,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Asher Agbinone,eng ENG,MF,Crystal Palace,eng Premier League,19.0,2005,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.00,0.79,2,0,1,1,0,0.0,15.00,0.00,0.00,,26.3,0,0,0,0.0,0.0,0.02,0.0,0.0,2,3,66.7,32,0,0,0.0,0.0,0.0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2,2,1,0,2,0,0,,0,0,0,0,0,2,0,0,1,15.00,1,0,0,0,0,0,0,0.00,8,0,0,2,6,0,8,2,0,0.0,1,50.0,5,53,23,2,0,0,0,1,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Jeremy Agbonifo,se SWE,"FW,MF",Lens,fr Ligue 1,19.0,2005,5,1,192,2.1,1,0,1,1,0,0,0,0,0.5,0.5,0.1,0.6,0.47,0.27,7,2,18,3,2,66.7,1.41,0.94,0.33,0.50,13.0,0,0,0,0.5,0.5,0.17,+0.5,+0.5,25,38,65.8,293,33,0,0.1,0.1,-0.1,1,1,1,1,2,36,2,0,0,0,3,2,0,0,0,0,25,4,3,4,0,0,3,66.7,1,1,0,1,1,5,0,1,2,0.94,2,0,0,0,0,0,0,0.00,66,0,14,22,32,10,66,11,5,45.5,6,54.5,41,325,126,7,1,6,5,4,44,18,0,0,0,7,3,2,3,1,3,0,0,0,7,0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Julen Agirrezabala,es ESP,GK,Athletic Club,es La Liga,24.0,2000,14,14,1206,13.4,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,281,411,68.4,7681,5777,0,0.0,0.0,0.0,0,1,0,0,0,305,102,36,0,0,0,0,0,0,0,0,281,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0,3,0.22,3,0,0,0,0,0,0,0.00,437,357,436,1,0,0,437,0,0,,0,,237,1238,682,0,0,0,1,0,211,0,1,1,0,3,1,0,0,0,0,0,2,0,21,5,0,100.0,9,0.67,34,24,76.5,9,4,1,5,35.7,2,1,1,0,10.5,0.27,+1.5,+0.11,57,178,32.0,341,51,37.5,33.9,143,20,14.0,17,1.27,14.2
44,Lucien Agoume,fr FRA,MF,Sevilla,es La Liga,23.0,2002,26,15,1336,14.8,0,0,0,0,0,0,4,1,0.4,0.4,0.6,1.0,0.00,0.07,16,65,14,7,0,0.0,0.47,0.00,0.00,,14.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4,633,772,82.0,9726,2925,0,0.6,0.6,-0.6,9,63,5,1,65,749,19,15,2,5,6,4,0,0,0,0,633,37,13,11,22,4,22,68.2,7,19,7,12,25,62,18,0,31,2.09,29,0,1,1,0,0,4,0.27,914,37,230,569,126,11,914,14,11,78.6,3,21.4,406,1857,830,16,13,2,18,6,588,14,4,1,0,28,3,2,6,25,13,0,1,0,86,27,26,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Felix Agu,de GER,DF,Werder Bremen,de Bundesliga,25.0,1999,14,13,1080,12.0,2,0,2,2,0,0,1,0,0.9,0.9,1.3,2.2,0.17,0.18,21,20,79,4,3,75.0,0.33,0.25,0.50,0.67,10.7,0,0,0,0.9,0.9,0.23,+1.1,+1.1,401,505,79.4,6263,1941,0,1.3,1.7,-1.3,14,13,17,10,20,412,91,3,0,2,29,88,0,0,0,0,401,18,9,9,7,2,17,58.8,7,13,6,7,12,30,33,0,23,1.92,20,0,1,0,2,0,1,0.08,639,35,210,261,170,22,639,18,6,33.3,11,61.1,329,1541,746,21,8,4,22,4,380,79,1,0,0,9,23,2,29,12,9,0,0,1,37,12,19,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Álvaro Aguado,es ESP,MF,Espanyol,es La Liga,28.0,1996,12,4,407,4.5,0,0,0,0,0,0,3,0,0.4,0.4,0.0,0.5,0.00,0.11,10,25,2,9,0,0.0,1.99,0.00,0.00,,23.4,1,0,0,0.4,0.4,0.05,-0.4,-0.4,162,211,76.8,3124,983,0,0.0,0.2,0.0,2,22,7,3,25,195,15,9,1,3,12,2,3,1,1,0,162,4,2,2,2,0,8,25.0,6,6,1,5,3,7,5,1,13,2.87,12,0,0,1,0,0,0,0.00,261,6,61,142,61,3,261,7,4,57.1,2,28.6,150,1160,583,10,6,1,9,3,167,2,3,0,0,5,7,0,12,3,2,0,0,0,31,3,2,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Lorenzo Aguado,es ESP,DF,Real Madrid,es La Liga,22.0,2002,2,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1,1,100.0,34,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0.00,0,0,0,0,0,0,0,0.00,3,0,3,0,0,0,3,0,0,,0,,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Nayef Aguerd,ma MAR,DF,Real Sociedad,es La Liga,28.0,1996,20,20,1670,18.6,0,0,0,0,0,0,5,0,2.4,2.4,0.1,2.5,0.00,0.14,26,71,1,15,5,33.3,0.81,0.27,0.00,0.00,11.5,0,0,0,2.4,2.4,0.16,-2.4,-2.4,1132,1295,87.4,21950,7836,0,0.1,0.3,-0.1,5,84,3,1,71,1236,53,38,0,33,2,3,0,0,0,0,1132,30,24,17,12,1,18,66.7,6,21,15,6,13,43,88,0,15,0.81,12,1,0,2,0,0,1,0.05,1492,127,660,782,53,16,1492,10,5,50.0,2,20.0,948,5736,3573,26,18,0,7,3,1064,1,5,0,0,11,19,0,2,13,24,0,1,0,67,60,30,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Ruben Aguilar,fr FRA,"DF,MF",Lens,fr Ligue 1,31.0,1993,11,8,706,7.8,1,1,2,1,0,0,2,0,0.4,0.4,0.7,1.1,0.25,0.14,10,39,58,6,2,33.3,0.76,0.25,0.17,0.50,18.7,0,0,0,0.4,0.4,0.06,+0.6,+0.6,420,522,80.5,5833,2559,1,0.7,0.8,+0.3,5,21,12,2,39,424,96,6,0,2,26,90,0,0,0,0,420,30,16,14,11,5,34,67.6,11,19,3,16,12,42,17,0,15,1.91,15,0,0,0,0,0,2,0.25,632,21,167,271,199,14,632,14,6,42.9,6,42.9,294,1250,592,10,7,2,11,6,356,58,2,0,0,11,10,3,26,12,16,0,0,0,51,9,10,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Naouirou Ahamada,fr FRA,"MF,FW",Rennes,fr Ligue 1,22.0,2002,3,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.03,2,1,1,1,0,0.0,1.55,0.00,0.00,,28.2,0,0,0,0.0,0.0,0.02,0.0,0.0,17,22,77.3,266,33,0,0.0,0.0,0.0,0,2,0,0,1,22,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,,0,0,0,0,2,2,2,0,2,3.10,2,0,0,0,0,0,0,0.00,31,1,12,16,3,0,31,1,0,0.0,1,100.0,16,131,55,2,1,0,1,1,17,1,0,0,0,1,0,0,1,2,0,0,0,0,7,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Honest Ahanor,it ITA,DF,Genoa,it Serie A,17.0,2008,2,1,85,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.00,0.09,1,2,3,1,0,0.0,1.06,0.00,0.00,,9.1,0,0,0,0.1,0.1,0.08,-0.1,-0.1,12,17,70.6,275,122,0,0.0,0.0,0.0,0,0,0,0,2,14,3,0,0,0,1,3,0,0,0,0,12,2,1,0,2,0,4,50.0,2,0,0,0,0,2,2,0,2,2.12,1,0,0,0,1,0,0,0.00,24,1,9,6,9,1,24,1,0,0.0,0,0.0,11,87,29,1,0,0,1,1,9,3,0,0,0,0,4,0,1,0,1,0,0,0,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Erik Ahlstrand,se SWE,"FW,MF",St. Pauli,de Bundesliga,23.0,2001,5,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,1,1,3,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,10,13,76.9,125,21,0,0.0,0.0,0.0,0,1,0,0,1,13,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,0,0.00,0,0,0,0,0,0,0,0.00,22,0,2,10,10,2,22,0,0,,0,,12,68,26,1,2,0,3,0,14,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Jean-Eudes Aholou,ci CIV,MF,Angers,fr Ligue 1,31.0,1994,23,23,1751,19.5,2,0,2,2,0,0,7,0,1.8,1.8,0.4,2.1,0.10,0.11,15,64,16,26,7,26.9,1.34,0.36,0.08,0.29,18.5,0,0,0,1.8,1.8,0.07,+0.2,+0.2,603,707,85.3,9532,2460,0,0.4,0.6,-0.4,8,42,5,0,64,697,8,8,2,2,2,0,0,0,0,0,603,50,32,24,17,9,41,48.8,21,30,14,16,33,83,31,0,29,1.49,17,0,2,4,3,3,1,0.05,958,43,241,574,152,31,958,28,12,42.9,12,42.9,462,2006,965,15,7,2,29,11,572,16,7,0,0,43,21,1,2,33,32,0,0,0,95,32,22,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Joseph Aidoo,gh GHA,DF,Valladolid,es La Liga,29.0,1995,3,3,244,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,138,163,84.7,2715,1065,0,0.0,0.0,0.0,0,7,1,0,3,157,6,2,0,0,0,0,0,0,0,0,138,3,3,2,1,0,2,100.0,0,0,0,0,3,6,10,0,1,0.37,1,0,0,0,0,0,0,0.00,183,24,122,62,0,0,183,0,0,,0,,122,560,282,0,0,0,0,0,135,0,0,0,0,0,2,0,0,3,3,0,0,0,13,1,1,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,29.0,1995,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,6,7,85.7,126,81,0,0.0,0.0,0.0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,0.00,8,0,4,4,0,0,8,0,0,,0,,7,9,8,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Ayman Aiki,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,19.0,2005,5,1,127,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.00,0.09,4,5,8,3,1,33.3,2.13,0.71,0.00,0.00,23.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,17,29,58.6,234,93,0,0.0,0.0,0.0,1,2,1,0,5,29,0,0,0,0,1,0,0,0,0,0,17,3,3,1,2,0,1,100.0,0,1,0,1,1,4,0,0,1,0.71,1,0,0,0,0,0,0,0.00,48,1,10,20,19,2,48,4,0,0.0,4,100.0,33,169,95,4,2,1,5,7,37,8,0,0,0,4,1,0,1,1,3,0,0,0,7,1,4,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Ola Aina,ng NGA,DF,Nott'ham Forest,eng Premier League,28.0,1996,29,29,2531,28.1,2,1,3,2,0,0,2,0,0.6,0.6,0.7,1.3,0.11,0.05,54,91,52,9,2,22.2,0.32,0.07,0.22,1.00,24.8,0,0,0,0.6,0.6,0.07,+1.4,+1.4,828,1132,73.1,12739,5329,1,0.7,1.4,+0.3,11,78,15,7,91,898,232,15,0,3,42,217,0,0,0,0,828,53,40,39,13,1,58,58.6,24,31,11,20,30,83,95,3,50,1.78,40,5,2,1,1,1,3,0.11,1449,137,537,605,332,21,1449,64,29,45.3,24,37.5,620,3994,2321,54,35,10,39,21,684,52,2,0,0,21,32,2,42,30,40,0,1,0,156,12,17,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Rayan Aït-Nouri,dz ALG,DF,Wolves,eng Premier League,23.0,2001,28,28,2381,26.5,3,5,8,3,0,0,6,1,1.9,1.9,2.6,4.5,0.30,0.17,63,91,138,24,6,25.0,0.91,0.23,0.13,0.50,15.7,0,0,0,1.9,1.9,0.08,+1.1,+1.1,1092,1291,84.6,15178,4412,5,2.6,1.8,+2.4,24,61,22,5,91,1068,219,30,3,4,61,174,15,12,1,0,1092,72,44,46,22,4,60,60.0,24,35,6,29,20,92,59,1,56,2.12,37,8,5,4,1,1,9,0.34,1601,78,443,696,483,63,1601,92,46,50.0,33,35.9,845,4644,2473,63,48,17,32,32,979,138,6,1,1,26,30,3,61,20,44,0,0,0,122,14,24,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Junior Ajayi,ci CIV,FW,Hellas Verona,it Serie A,20.0,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0,,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,26.0,1998,16,15,1205,13.4,0,0,0,0,0,0,4,0,0.7,0.7,1.2,1.9,0.00,0.14,25,48,38,7,2,28.6,0.52,0.15,0.00,0.00,10.1,0,0,0,0.7,0.7,0.10,-0.7,-0.7,431,547,78.8,6799,2455,0,1.2,0.5,-1.2,7,38,6,4,48,493,53,2,0,3,13,51,0,0,0,0,431,20,14,10,9,1,22,45.5,12,14,3,11,10,30,41,0,17,1.27,14,0,1,2,0,0,2,0.15,670,42,217,315,143,33,670,14,7,50.0,6,42.9,335,1897,1092,25,9,2,12,11,433,38,4,0,0,10,6,1,13,10,14,0,0,0,33,25,18,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Ludovic Ajorque,fr FRA,FW,Brest,fr Ligue 1,31.0,1994,23,21,1843,20.5,10,1,11,10,0,1,4,0,8.1,7.3,2.4,9.7,0.54,0.51,8,34,93,37,18,48.6,1.81,0.88,0.27,0.56,12.0,0,0,1,8.1,7.3,0.20,+1.9,+2.7,331,487,68.0,4837,729,1,2.4,1.5,-1.4,27,27,10,0,34,478,6,0,1,8,5,1,0,0,0,0,331,19,15,3,7,9,21,28.6,15,17,4,13,4,23,17,0,44,2.15,37,0,2,2,2,1,4,0.20,669,22,59,319,296,96,668,15,6,40.0,9,60.0,302,978,357,8,10,3,45,8,476,93,4,0,0,45,18,11,5,4,15,2,0,0,44,101,90,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Manuel Akanji,ch SUI,DF,Manchester City,eng Premier League,29.0,1995,20,20,1707,19.0,0,0,0,0,0,0,3,0,0.7,0.7,0.4,1.1,0.00,0.06,38,135,6,10,1,10.0,0.53,0.05,0.00,0.00,16.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7,1389,1479,93.9,22799,6245,0,0.4,1.1,-0.4,9,149,11,2,135,1444,34,17,4,9,11,10,0,0,0,0,1389,15,10,8,4,3,12,58.3,5,11,8,3,7,22,55,3,34,1.79,34,0,0,0,0,0,2,0.11,1591,108,472,773,348,11,1591,2,2,100.0,0,0.0,1041,5502,3286,38,52,0,4,5,1258,6,3,0,0,16,9,0,11,7,10,0,0,0,86,23,29,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Ümit Akdag,ro ROU,DF,Toulouse,fr Ligue 1,21.0,2003,6,6,434,4.8,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,0.00,0.03,3,26,7,2,0,0.0,0.41,0.00,0.00,,24.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,231,293,78.8,3952,1494,0,0.1,0.1,-0.1,2,12,1,0,26,265,28,7,1,2,1,18,0,0,0,0,231,5,2,1,4,0,9,33.3,6,8,6,2,11,16,15,0,3,0.62,3,0,0,0,0,0,0,0.00,336,26,126,199,15,1,336,1,1,100.0,0,0.0,182,780,370,3,1,0,1,0,202,7,2,0,0,8,0,0,1,11,2,0,0,0,21,16,5,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,30.0,1995,10,8,678,7.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.00,0.03,12,50,2,3,0,0.0,0.40,0.00,0.00,,10.0,0,0,0,0.2,0.2,0.07,-0.2,-0.2,509,542,93.9,8321,2950,0,0.0,0.2,0.0,1,42,1,0,50,514,26,13,0,0,1,7,0,0,0,0,509,9,7,7,2,0,6,66.7,2,7,2,5,3,12,22,1,8,1.06,8,0,0,0,0,0,0,0.00,596,51,205,331,61,5,596,1,1,100.0,0,0.0,403,2244,1501,12,12,1,4,3,449,2,0,0,0,2,0,0,1,3,7,0,0,0,24,13,10,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Ilias Akhomach,ma MAR,"MF,FW",Villarreal,es La Liga,20.0,2004,11,7,584,6.5,1,0,1,1,0,0,1,0,0.6,0.6,1.0,1.6,0.15,0.23,30,12,64,17,6,35.3,2.62,0.92,0.06,0.17,23.3,0,0,0,0.6,0.6,0.03,+0.4,+0.4,136,185,73.5,2161,534,0,1.0,1.7,-1.0,9,5,8,2,12,177,7,2,1,2,18,2,3,2,0,0,136,12,7,4,4,4,12,50.0,6,8,0,8,3,15,13,0,29,4.38,17,0,5,1,6,0,1,0.15,293,8,44,89,163,29,293,43,19,44.2,17,39.5,200,1310,759,30,18,20,15,10,209,64,1,0,0,9,21,1,18,3,7,0,0,0,30,6,6,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Sergio Akieme,es ESP,DF,Reims,fr Ligue 1,27.0,1997,22,21,1848,20.5,1,1,2,1,0,0,4,0,1.0,1.0,1.4,2.4,0.10,0.12,43,71,74,20,5,25.0,0.97,0.24,0.05,0.20,20.7,0,0,0,1.0,1.0,0.05,0.0,0.0,689,849,81.2,9864,2929,1,1.4,1.7,-0.4,13,35,16,9,71,706,138,15,0,0,63,117,6,5,0,0,689,28,19,25,2,1,29,62.1,11,21,6,15,13,41,67,4,26,1.27,22,1,0,2,1,0,1,0.05,1069,65,380,405,294,24,1069,26,11,42.3,15,57.7,519,3218,1812,43,30,5,24,16,604,74,4,0,0,19,14,0,63,13,19,0,0,0,83,14,19,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Maghnes Akliouche,fr FRA,"FW,MF",Monaco,fr Ligue 1,23.0,2002,24,20,1787,19.9,4,6,10,3,1,1,2,0,6.1,5.3,5.7,11.0,0.45,0.60,94,144,173,43,10,23.3,2.17,0.50,0.07,0.30,16.6,1,1,1,6.1,5.3,0.12,-2.1,-2.3,773,949,81.5,10693,3273,6,5.7,6.6,+0.3,37,69,52,2,144,914,28,10,7,5,36,9,9,4,1,0,773,40,23,11,17,12,34,44.1,19,16,0,16,11,51,9,0,90,4.53,67,1,8,6,5,3,14,0.71,1217,16,118,506,611,122,1216,72,34,47.2,36,50.0,785,4846,2658,94,77,36,64,36,893,173,2,0,0,25,25,8,36,11,23,0,0,0,101,4,13,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Clément Akpa,ci CIV,DF,Auxerre,fr Ligue 1,23.0,2001,23,21,1852,20.6,0,1,1,0,0,0,5,0,0.1,0.1,0.9,1.0,0.05,0.05,23,60,23,4,1,25.0,0.19,0.05,0.00,0.00,19.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,708,876,80.8,14296,5410,1,0.9,0.9,+0.1,8,54,10,5,60,796,78,37,0,29,23,38,1,1,0,0,708,48,30,31,11,6,39,71.8,11,33,11,22,30,78,103,2,18,0.87,13,2,0,0,1,2,3,0.15,1128,124,575,464,101,6,1128,19,5,26.3,11,57.9,626,3086,1691,23,17,1,6,4,647,23,5,0,0,8,22,0,23,30,30,0,1,0,99,27,24,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
